Extreme Fear,Extreme Greed,Fear,Greed,Neutral,cluster
1247.69221441,-42.62681048042328,632.6986547570822,464.7669177119205,442.40353072087913,0
-24.912665005882353,40.1798298375,1.9694897935902327,11.392073530549899,-25.230782873485868,2
26.007119855098388,358.63204299999995,11.475653137685844,8.626898673184359,-156.39766537772087,2
-22.0318276888454,14.136858105122732,-0.16326268068965488,10.992959307769592,5.950396936635944,2
92.0818883543307,60.25178201724138,12.048572200483092,90.18401828251122,42.40410850361944,2
-216.6077025589354,190.27597847239264,-1.824448812500001,-35.54792704,-37.23960921212121,2
-58.51349436010197,106.71396196296297,43.158104565982406,246.32000593023255,56.0721064379562,2
5.818598105263158,178.9813353932039,53.88049758227849,163.0698608846154,4009.581548,0
252.52870241666668,44.66242877777778,1323.478161139535,140.49941860465117,1049.0170553061225,0
0.0,8285.663251666667,33.42292917857143,281.55405875048353,308.0314914628821,1
-37.5528735483871,20.38859735578145,8.783510978794643,11.409607256402795,9.0804261994003,2
301.7545369335006,43.644541155405406,128.07570322828042,103.57208698933074,184.34943188454707,2
220.31187502028985,52.61303653255911,-2.5080516346153856,11.989793352941174,63.02684383464567,2
-104.85114122463769,0.0,57.55724861815042,60.94815411250523,119.93695574806853,2
15.20342247761194,428.02384293567246,5.667664047222223,125.32531551037344,18.23363656521739,2
66.75834970530452,0.0,-187.20177575884242,839.9913299555556,0.0,2
862.7056992753623,2.526807436123348,355.45039465853654,128.90407937119676,0.0,0
84.93999056420233,57.74020562585213,29.10243874971942,32.52555195916031,-0.023103595774647875,2
3.873432869169511,315.2081465,7.392567699410608,82.6255120487805,-3.567599741176471,2
79.7716754516129,-207.99905740217392,81.78210096907216,-220.73505706493506,54.8481848957115,2
-98.47951751020409,0.15022661538461554,-2.2597991914893623,186.26116024509804,9.390448717679943,2
2.4720471972265026,14.206133163355407,5.575440786784741,-2.3390577176789416,-3.602367670485974,2
126.98921666666666,41.00727868495804,7.209112322274881,63.09345713193717,-1.9302641614906833,2
4.815518776190476,13.565497525404485,5.18505570962315,6.0715461824534165,3.699350379864972,2
-424.617095,267.39341,-356.67632469565217,234.1415706256158,-13.407838499999999,2
63.013338232323235,110.13428011578948,24.167605423076925,224.51973447058822,0.0,2
0.0,3.048948,31.44822874222222,8.6401,132.43304524561404,2
24.83059809838473,626.5250996518749,12.74254065859031,132.23720633643154,100.5448032529517,2
-24.865561743243244,0.0,19.92530036140236,0.0,-4.975439549019608,2
98.54648842225308,0.0,41.20110572983555,1.0887963333333333,3.7745247437584344,2
18.545990192090375,48.51315372282609,231.24827549737304,-206.83151365869566,85.67162908517349,2
7.223251298740124,70.84210369713948,3.977011143469756,33.142759557113685,3.1560157021776787,2
